,Rank within filtered selection,Nationwide rank,Zip code,City,Metro area,County,State,Total population,Population per sq. mi.,Per capita income,Median household income,Median home value,Poverty rate,Median age,Sq. mi.,Homeownership rate,"County, state"
7034,903.0,903.0,01451,Harvard,"Worcester, MA",Worcester County,MA,5487,260.70496166366576,97637.0,214792.0,856200.0,0.0440263061746437,41.8,21.04678010339808,0.8462291870714985,"Worcester County, MA"
7043,904.0,904.0,03049,Hollis,"Manchester-Nashua, NH",Hillsborough County,NH,8603,271.13921336703885,88164.0,168883.0,675900.0,0.0189119775858043,49.4,31.729088143197465,0.902610736286301,"Hillsborough County, NH"
7091,905.0,905.0,08202,Avalon,"Atlantic City-Hammonton, NJ",Cape May County,NJ,1612,233.16221145640492,109832.0,146071.0,1857400.0,0.0446927374301676,63.9,6.913641751512554,0.1379492600422833,"Cape May County, NJ"
7122,906.0,906.0,20838,Barnesville,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Montgomery County,MD,306,327.13597035976676,80514.0,250001.0,775700.0,0.022875816993464,34.4,0.9353908702350202,0.9175257731958762,"Montgomery County, MD"
7133,907.0,907.0,10597,Waccabuc,"New York-Newark-Jersey City, NY-NJ",Westchester County,NY,679,207.0242873443833,90996.0,244853.0,1150000.0,0.04860088365243,42.7,3.2798084162487116,0.9397590361445785,"Westchester County, NY"
7163,908.0,908.0,21035,Davidsonville,"Baltimore-Columbia-Towson, MD",Anne Arundel County,MD,7879,253.7211681920665,79628.0,188347.0,831500.0,0.0254000508001016,44.9,31.053774724998934,0.8796231681786462,"Anne Arundel County, MD"
7167,909.0,909.0,08247,Stone Harbor,"Atlantic City-Hammonton, NJ",Cape May County,NJ,965,184.6025201053812,139839.0,167917.0,1805600.0,0.0559585492227979,64.7,5.227447596322766,0.1386259541984733,"Cape May County, NJ"
7172,910.0,910.0,29492,Charleston,"Charleston-North Charleston, SC",Berkeley County,SC,20436,387.22498342393743,82872.0,110509.0,791400.0,0.0618328496236902,39.3,52.775520368804514,0.5363213370050327,"Berkeley County, SC"
7182,911.0,911.0,06456,Middle Haddam,"Hartford-West Hartford-East Hartford, CT",Middlesex County,CT,281,211.62824016011683,107714.0,128542.0,434000.0,0.096085409252669,65.0,1.3278001073363217,0.8439306358381503,"Middlesex County, CT"
7210,912.0,912.0,07830,Califon,"New York-Newark-Jersey City, NY-NJ",Hunterdon County,NJ,7379,283.64397089289866,79062.0,180852.0,656400.0,0.0307880103078801,50.5,26.01500739385094,0.9024563901744392,"Hunterdon County, NJ"
7213,913.0,913.0,95135,San Jose,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,CA,20129,155.50621482329035,87765.0,190750.0,1547400.0,0.0445606173761513,53.1,129.44177197595357,0.8311437403400309,"Santa Clara County, CA"
7224,914.0,914.0,15416,Brownfield,"Pittsburgh, PA",Fayette County,PA,531,538.6461005199307,77037.0,119583.0,295400.0,0.0,37.6,0.9858049644979324,0.8266129032258065,"Fayette County, PA"
7260,915.0,915.0,04021,Cumberland Center,"Portland-South Portland, ME",Cumberland County,ME,6990,340.1876809158354,78752.0,172468.0,579000.0,0.0381974248927038,39.1,20.547481264406425,0.8936915887850467,"Cumberland County, ME"
7289,916.0,916.0,32461,Inlet Beach,"Crestview-Fort Walton Beach-Destin, FL",Walton County,FL,3757,252.64499518277128,100376.0,145706.0,1095100.0,0.0593558690444503,58.1,14.870668612620126,0.2497965825874694,"Walton County, FL"
7334,917.0,917.0,08720,Allenwood,"New York-Newark-Jersey City, NY-NJ",Monmouth County,NJ,735,278.57770652680534,76416.0,224671.0,785900.0,0.0534846029173419,45.5,2.638402078772505,0.8401639344262295,"Monmouth County, NJ"
7338,918.0,918.0,08530,Lambertville,"New York-Newark-Jersey City, NY-NJ",Hunterdon County,NJ,8119,299.43798349546904,82506.0,120467.0,574800.0,0.0265567765567765,53.3,27.11412862597925,0.7617300131061598,"Hunterdon County, NJ"
7358,919.0,919.0,08535,Millstone Township,"New York-Newark-Jersey City, NY-NJ",Monmouth County,NJ,4999,267.18893135158555,83979.0,209732.0,734100.0,0.0226045209041808,44.3,18.70960737300144,0.931316950220542,"Monmouth County, NJ"
7362,920.0,920.0,18471,Waverly,"Scranton--Wilkes-Barre, PA",Lackawanna County,PA,667,331.3358186540602,102720.0,140536.0,391100.0,0.0314842578710644,42.3,2.013063370901046,0.8156996587030717,"Lackawanna County, PA"
7366,921.0,921.0,14506,Mendon,"Rochester, NY",Monroe County,NY,923,297.74256590399347,81488.0,126786.0,363100.0,0.0967391304347826,52.8,3.0999934362680936,0.8918269230769231,"Monroe County, NY"
7381,922.0,922.0,53125,Fontana,"Whitewater-Elkhorn, WI",Walworth County,WI,1898,307.8392162582257,89402.0,112500.0,593800.0,0.0742887249736564,57.2,6.165556237668872,0.3285968028419183,"Walworth County, WI"
7427,923.0,923.0,89451,Incline Village,"Reno, NV",Washoe County,NV,9285,220.0867741845234,115270.0,166509.0,1461200.0,0.059806508355321,47.8,42.18790535870795,0.368651714359371,"Washoe County, NV"
7519,924.0,924.0,08833,Lebanon,"New York-Newark-Jersey City, NY-NJ",Hunterdon County,NJ,9184,263.39547602756903,89628.0,172454.0,604400.0,0.0156746684204757,49.7,34.86772111089232,0.850187265917603,"Hunterdon County, NJ"
7549,925.0,925.0,55340,Hamel,"Minneapolis-St. Paul-Bloomington, MN-WI",Hennepin County,MN,10183,285.88069313287923,81439.0,178553.0,639100.0,0.0673284843719284,39.4,35.61975413032483,0.9054129464285714,"Hennepin County, MN"
7553,926.0,926.0,43542,Monclova,"Toledo, OH",Lucas County,OH,4184,280.7272778895665,79752.0,148657.0,402000.0,0.0728685936361428,47.9,14.90414480364789,0.886404833836858,"Lucas County, OH"
7569,927.0,927.0,12148,Rexford,"Albany-Schenectady-Troy, NY",Saratoga County,NY,4023,257.47761641373785,89501.0,141984.0,427400.0,0.0427541635595326,54.6,15.624659168568218,0.7521497218007082,"Saratoga County, NY"
7591,928.0,928.0,89511,Reno,"Reno, NV",Washoe County,NV,30956,235.2473089515473,81797.0,124130.0,916600.0,0.0608343934501092,46.0,131.58917795049402,0.6505859515421669,"Washoe County, NV"
7596,929.0,929.0,89449,Stateline,"Gardnerville Ranchos, NV-CA",Douglas County,NV,2712,270.35241580812266,88749.0,83988.0,1065700.0,0.0398230088495575,50.2,10.031351086297631,0.3393248575186322,"Douglas County, NV"
7603,930.0,930.0,01929,Essex,"Boston-Cambridge-Newton, MA-NH",Essex County,MA,3621,259.8094533829721,78269.0,156442.0,902000.0,0.0825738746202706,45.4,13.937137209023971,0.6529142108709889,"Essex County, MA"
7653,931.0,931.0,02791,Westport Point,"Providence-Warwick, RI-MA",Bristol County,MA,290,222.60757431790415,81413.0,130833.0,734400.0,0.0,61.4,1.3027409372236958,0.5190311418685121,"Bristol County, MA"
7690,932.0,932.0,23103,Manakin Sabot,"Richmond, VA",Goochland County,VA,6922,180.16600196959564,89815.0,145234.0,611000.0,0.0238370413175382,56.5,38.42012324371909,0.944873949579832,"Goochland County, VA"
7703,933.0,933.0,84060,Park City,"Heber, UT",Summit County,UT,8619,195.76967786117248,109692.0,128295.0,1795000.0,0.0652932960893854,49.4,44.02622558388256,0.2983449477351916,"Summit County, UT"
7737,934.0,934.0,98024,Fall City,"Seattle-Tacoma-Bellevue, WA",King County,WA,3908,176.95578310411312,79718.0,160641.0,1107100.0,0.0294268167860798,50.2,22.084613068004124,0.8152588555858311,"King County, WA"
7749,935.0,935.0,29455,Johns Island,"Charleston-North Charleston, SC",Charleston County,SC,27576,275.0938507644693,80015.0,121372.0,590800.0,0.0895435108365922,49.8,100.2421534446079,0.6076148698048479,"Charleston County, SC"
7762,936.0,936.0,98065,Snoqualmie,"Seattle-Tacoma-Bellevue, WA",King County,WA,15944,226.5557827799327,83349.0,198216.0,956600.0,0.0103915853503991,39.1,70.37560376680992,0.8058690744920993,"King County, WA"
7805,937.0,937.0,11957,Orient,"New York-Newark-Jersey City, NY-NJ",Suffolk County,NY,1121,173.22483165136845,104900.0,94261.0,973700.0,0.0279531109107303,64.1,6.471358576674041,0.5059726962457338,"Suffolk County, NY"
7806,938.0,938.0,20689,Sunderland,"Lexington Park, MD",Calvert County,MD,1809,234.670622611242,88978.0,161833.0,490500.0,0.0244037714919578,48.1,7.708676867478252,0.93042071197411,"Calvert County, MD"
7819,939.0,939.0,89448,Zephyr Cove,"Gardnerville Ranchos, NV-CA",Douglas County,NV,1698,138.1694021433114,127810.0,137586.0,1369100.0,0.0649970184853905,60.5,12.28926212070317,0.398491879350348,"Douglas County, NV"
7890,940.0,940.0,14126,Olcott,"Buffalo-Cheektowaga, NY",Niagara County,NY,109,164.25226559736367,170193.0,167723.0,430000.0,0.0,55.8,0.6636133730246063,0.2167300380228136,"Niagara County, NY"
7894,941.0,941.0,02837,Little Compton,"Providence-Warwick, RI-MA",Newport County,RI,3584,174.43679302779316,92058.0,134750.0,783400.0,0.029296875,60.3,20.54612411630933,0.6243589743589744,"Newport County, RI"
7898,942.0,942.0,73557,Medicine Park,"Lawton, OK",Comanche County,OK,261,286.0509840379727,83358.0,118056.0,326500.0,0.0766283524904214,50.0,0.9124247583967504,0.5182186234817814,"Comanche County, OK"
7939,943.0,943.0,93105,Santa Barbara,"Santa Maria-Santa Barbara, CA",Santa Barbara County,CA,24437,174.83926752563465,83785.0,138286.0,1663000.0,0.098693274328894,48.2,139.7683732369623,0.4811115935735996,"Santa Barbara County, CA"
7974,944.0,944.0,80454,Indian Hills,"Denver-Aurora-Centennial, CO",Jefferson County,CO,986,195.79970165375457,79182.0,178980.0,789200.0,0.0679513184584178,49.3,5.035758439221773,0.8024948024948025,"Jefferson County, CO"
7995,945.0,945.0,34797,Yalaha,"Orlando-Kissimmee-Sanford, FL",Lake County,FL,1163,260.96299900376636,75329.0,130227.0,400000.0,0.0,51.5,4.456570488689145,0.8095238095238095,"Lake County, FL"
8018,946.0,946.0,20129,Paeonian Springs,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Loudoun County,VA,538,125.61054612700072,124816.0,250001.0,1238300.0,0.0074349442379182,42.8,4.283079857451187,0.925925925925926,"Loudoun County, VA"
8092,947.0,947.0,94550,Livermore,"San Francisco-Oakland-Fremont, CA",Alameda County,CA,49873,183.37310093466277,82802.0,180295.0,1202500.0,0.0482951664266444,42.3,271.975550098649,0.6999403567749282,"Alameda County, CA"
8094,948.0,948.0,02539,Edgartown,"Vineyard Haven, MA",Dukes County,MA,5278,196.84356653059228,100312.0,125236.0,1199300.0,0.0471284106086624,51.9,26.813169935019054,0.3079056865464632,"Dukes County, MA"
8154,949.0,949.0,03844,Hampton Falls,"Boston-Cambridge-Newton, MA-NH",Rockingham County,NH,2370,191.42544601399868,80276.0,165509.0,764900.0,0.0388185654008438,48.3,12.380799153664686,0.8090717299578059,"Rockingham County, NH"
8162,950.0,950.0,07931,Far Hills,"New York-Newark-Jersey City, NY-NJ",Somerset County,NJ,2985,135.98071678822865,132464.0,201078.0,1165700.0,0.0406859448554135,47.7,21.951641898231266,0.725735294117647,"Somerset County, NJ"
8223,951.0,951.0,06784,Sherman,"Bridgeport-Stamford-Danbury, CT",Fairfield County,CT,3583,163.01202422460182,104630.0,116750.0,492700.0,0.0220485626569913,60.2,21.979973667852,0.7813141683778234,"Fairfield County, CT"
8287,952.0,952.0,08551,Ringoes,"New York-Newark-Jersey City, NY-NJ",Hunterdon County,NJ,5873,224.04335385184604,75977.0,162617.0,595800.0,0.0226460071513706,47.4,26.21367650068147,0.8369259606373008,"Hunterdon County, NJ"
8293,953.0,953.0,20143,Catharpin,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince William County,VA,1070,167.75591501843456,76638.0,176250.0,1057900.0,0.0093457943925233,33.8,6.378314588087212,0.8954423592493298,"Prince William County, VA"
8318,954.0,954.0,10560,North Salem,"New York-Newark-Jersey City, NY-NJ",Westchester County,NY,4918,235.27141387405592,78622.0,193906.0,674000.0,0.0225675963380881,42.9,20.903517001996143,0.7514921323928377,"Westchester County, NY"
8338,955.0,955.0,37014,Arrington,"Nashville-Davidson--Murfreesboro--Franklin, TN",Williamson County,TN,3227,146.92773614198097,81944.0,105125.0,739500.0,0.0393554384877595,50.6,21.96317785010753,0.884255930984903,"Williamson County, TN"
8366,956.0,956.0,85262,Scottsdale,"Phoenix-Mesa-Chandler, AZ",Maricopa County,AZ,14329,92.32427409371108,120343.0,177790.0,1287300.0,0.0768371833344964,61.4,155.20295329325594,0.7310202679491584,"Maricopa County, AZ"
8386,957.0,957.0,81615,Snowmass Village,"Rifle, CO",Pitkin County,CO,2972,117.40669889810871,110529.0,102959.0,1729900.0,0.0171601615074024,59.0,25.313717427480416,0.3589657488247145,"Pitkin County, CO"
8400,958.0,958.0,08525,Hopewell,"Trenton-Princeton, NJ",Mercer County,NJ,4522,201.94376403857083,82186.0,165324.0,572500.0,0.0219366275204963,45.3,22.392372557423,0.847749114820435,"Mercer County, NJ"
8433,959.0,959.0,46301,Beverly Shores,"Chicago-Naperville-Elgin, IL-IN",Porter County,IN,650,147.8549142034186,88550.0,119948.0,606900.0,0.0507692307692307,66.7,4.396201529735636,0.6106032906764168,"Porter County, IN"
8456,960.0,960.0,80439,Evergreen,"Denver-Aurora-Centennial, CO",Jefferson County,CO,24610,145.7917366405233,84076.0,156218.0,900300.0,0.0315484450248959,49.0,168.80243398623162,0.8160828025477707,"Jefferson County, CO"
8470,961.0,961.0,64167,Kansas City,"Kansas City, MO-KS",Clay County,MO,243,140.20520603808993,95744.0,202917.0,391000.0,0.0,58.3,1.7331738732581978,1.0,"Clay County, MO"
8516,962.0,962.0,11954,Montauk,"New York-Newark-Jersey City, NY-NJ",Suffolk County,NY,4223,227.89690126635344,96487.0,142961.0,1356600.0,0.0608301526717557,44.7,18.530308997332035,0.2772082878953108,"Suffolk County, NY"
8520,963.0,963.0,83353,Sun Valley,"Hailey, ID",Blaine County,ID,1450,162.9058569685825,112060.0,126645.0,952100.0,0.06,56.1,8.900846335314036,0.2547247329498767,"Blaine County, ID"
8554,964.0,964.0,08042,Juliustown,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Burlington County,NJ,131,153.2006317874138,131156.0,170912.0,594100.0,0.0763358778625954,40.8,0.8550878574820753,1.0,"Burlington County, NJ"
8624,965.0,965.0,08867,Pittstown,"New York-Newark-Jersey City, NY-NJ",Hunterdon County,NJ,5204,183.70247573705288,82462.0,204583.0,601600.0,0.0184133202742409,46.1,28.32841516762613,0.9166666666666666,"Hunterdon County, NJ"
8663,966.0,966.0,35741,Brownsboro,"Huntsville, AL",Madison County,AL,4571,186.38275403938255,78799.0,124650.0,381900.0,0.0048129512141763,50.8,24.524801254058897,0.8281008749356665,"Madison County, AL"
8693,967.0,967.0,06419,Killingworth,"Hartford-West Hartford-East Hartford, CT",Middlesex County,CT,6240,176.61613882097848,77833.0,140655.0,446200.0,0.0298076923076923,53.3,35.33085957860841,0.8771171171171172,"Middlesex County, CT"
8697,968.0,968.0,80403,Golden,"Denver-Aurora-Centennial, CO",Jefferson County,CO,20732,146.0460596057759,81571.0,151276.0,838000.0,0.0541793423149355,45.6,141.95521642940707,0.8337474587756946,"Jefferson County, CO"
8737,969.0,969.0,02575,West Tisbury,"Vineyard Haven, MA",Dukes County,MA,2718,119.481059332142,94969.0,173417.0,1306300.0,0.0409594095940959,55.7,22.74837547635319,0.4572670207629165,"Dukes County, MA"
8749,970.0,970.0,06371,Old Lyme,"Hartford-West Hartford-East Hartford, CT",New London County,CT,9828,182.00444537098448,85733.0,132045.0,499400.0,0.0295293755767456,52.0,53.99868107598871,0.6597808514460212,"New London County, CT"
8801,971.0,971.0,20197,Waterford,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Loudoun County,VA,1825,124.26858254633756,80988.0,190703.0,1080200.0,0.0986301369863013,48.1,14.68593237811729,0.7707774798927614,"Loudoun County, VA"
8808,972.0,972.0,95033,Los Gatos,"Santa Cruz-Watsonville, CA",Santa Cruz County,CA,9600,107.29392196831252,104535.0,189118.0,1417200.0,0.0354223433242506,45.3,89.47384738937215,0.6933237271853987,"Santa Cruz County, CA"
8921,973.0,973.0,12580,Staatsburg,"Kiryas Joel-Poughkeepsie-Newburgh, NY",Dutchess County,NY,4542,204.7861571879239,77585.0,134583.0,403800.0,0.067341652931481,49.0,22.179233510554095,0.8264462809917356,"Dutchess County, NY"
8932,974.0,974.0,43030,Jacksontown,"Columbus, OH",Licking County,OH,249,121.5482205709816,100511.0,213021.0,610300.0,0.0,46.1,2.0485696855972417,1.0,"Licking County, OH"
9024,975.0,975.0,12775,Rock Hill,"Monticello, NY",Sullivan County,NY,2623,192.8037310396341,81242.0,112600.0,398400.0,0.0530939648586707,50.9,13.604508511615874,0.5990502035278155,"Sullivan County, NY"
9030,976.0,976.0,05677,Waterbury Center,"Barre, VT",Washington County,VT,2290,145.54062904880067,82266.0,157139.0,577200.0,0.0209606986899563,51.5,15.734437970802976,0.7536231884057971,"Washington County, VT"
9100,977.0,977.0,04554,New Harbor,Not in CBSA,Lincoln County,ME,514,126.21640025029866,89882.0,85288.0,501700.0,0.0330739299610894,69.1,4.072370935795119,0.3674351585014409,"Lincoln County, ME"
9104,978.0,978.0,80433,Conifer,"Denver-Aurora-Centennial, CO",Jefferson County,CO,8292,124.7098868517278,76213.0,134402.0,772600.0,0.0300289435600578,49.1,66.49031772323445,0.8773348201839978,"Jefferson County, CO"
9108,979.0,979.0,97703,Bend,"Bend, OR",Deschutes County,OR,34108,126.42079811399108,79492.0,120841.0,990400.0,0.0590911776871713,46.0,269.79737914046,0.6816093381348566,"Deschutes County, OR"
9110,980.0,980.0,08559,Stockton,"New York-Newark-Jersey City, NY-NJ",Hunterdon County,NJ,4836,121.40013886412596,102119.0,179600.0,560600.0,0.0179900744416873,56.0,39.83520978845478,0.905,"Hunterdon County, NJ"
9125,981.0,981.0,18077,Riegelsville,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Bucks County,PA,2203,164.13905908033018,78589.0,97917.0,438800.0,0.0668181818181818,52.9,13.421546415237124,0.7389597644749755,"Bucks County, PA"
9133,982.0,982.0,20779,Tracys Landing,"Baltimore-Columbia-Towson, MD",Anne Arundel County,MD,883,129.43271682244134,86743.0,178452.0,572600.0,0.0124575311438278,57.1,6.822077305317781,0.744466800804829,"Anne Arundel County, MD"
9200,983.0,983.0,49796,Walloon Lake,Not in CBSA,Charlevoix County,MI,359,226.9229648459751,78342.0,87434.0,282300.0,0.0362116991643454,50.2,1.582034679670578,0.4605263157894737,"Charlevoix County, MI"
9243,984.0,984.0,89413,Glenbrook,"Gardnerville Ranchos, NV-CA",Douglas County,NV,737,46.68777154922807,197136.0,232361.0,2000001.0,0.0,64.7,15.785718091575642,0.4728571428571428,"Douglas County, NV"
9289,985.0,985.0,37046,College Grove,"Nashville-Davidson--Murfreesboro--Franklin, TN",Williamson County,TN,7310,102.42896832619344,90404.0,178228.0,979900.0,0.0857691779881981,41.7,71.36652960050039,0.799438004917457,"Williamson County, TN"
9302,986.0,986.0,06057,New Hartford,"Torrington, CT",Litchfield County,CT,6363,172.96586912143394,77717.0,117906.0,380200.0,0.0292314945780292,48.9,36.78760458534589,0.7682462815634729,"Litchfield County, CT"
9325,987.0,987.0,22947,Keswick,"Charlottesville, VA",Albemarle County,VA,5256,108.8073160530616,80379.0,136250.0,789200.0,0.0371357836602551,51.4,48.305575311101585,0.775475687103594,"Albemarle County, VA"
9340,988.0,988.0,10516,Cold Spring,"New York-Newark-Jersey City, NY-NJ",Putnam County,NY,5362,170.27295680932124,77638.0,140225.0,639200.0,0.0563353921018154,47.1,31.49061424947587,0.6330381209087409,"Putnam County, NY"
9351,989.0,989.0,95497,The Sea Ranch,"Santa Rosa-Petaluma, CA",Sonoma County,CA,1275,83.68163119714951,105673.0,138125.0,1381800.0,0.0305882352941176,70.3,15.23631867304507,0.3556395035078251,"Sonoma County, CA"
9520,990.0,990.0,03770,Meriden,"Lebanon-Claremont, NH-VT",Sullivan County,NH,604,137.26263368452567,85280.0,153750.0,594400.0,0.094306049822064,40.1,4.400323553372793,0.8564593301435407,"Sullivan County, NH"
9549,991.0,991.0,02535,Chilmark,"Vineyard Haven, MA",Dukes County,MA,2244,92.09544714959152,92785.0,153966.0,1888000.0,0.0446428571428571,52.3,24.366025351449235,0.33176912247771,"Dukes County, MA"
9559,992.0,992.0,20609,Avenue,"Lexington Park, MD",St. Mary's County,MD,714,71.27966350114913,146472.0,118102.0,568400.0,0.0336134453781512,59.3,10.016882304564882,0.8189189189189189,"St. Mary's County, MD"
9565,993.0,993.0,11932,Bridgehampton,"New York-Newark-Jersey City, NY-NJ",Suffolk County,NY,725,100.12545924450164,171174.0,173672.0,1698100.0,0.0082758620689655,50.6,7.240915601990741,0.1701492537313433,"Suffolk County, NY"
9588,994.0,994.0,06752,Bridgewater,"Bridgeport-Stamford-Danbury, CT",Litchfield County,CT,1658,99.28819746307782,94705.0,159365.0,693000.0,0.0295536791314837,55.9,16.6988629299727,0.754041570438799,"Litchfield County, CT"
9621,995.0,995.0,93066,Somis,"Oxnard-Thousand Oaks-Ventura, CA",Ventura County,CA,2898,68.8635599840602,100725.0,156957.0,1501600.0,0.0607315389924085,52.5,42.08321499310808,0.7202118270079435,"Ventura County, CA"
9701,996.0,996.0,93923,Carmel,"Salinas, CA",Monterey County,CA,12565,61.9812598515846,108086.0,142474.0,1767800.0,0.0820668693009118,59.4,202.7225653380901,0.5647569915829487,"Monterey County, CA"
9724,997.0,997.0,03229,Contoocook,"Concord, NH",Merrimack County,NH,6046,139.55583557484678,77310.0,137386.0,506100.0,0.065275016567263,45.1,43.32316147938795,0.7777312683131017,"Merrimack County, NH"
9767,998.0,998.0,05445,Charlotte,"Burlington-South Burlington, VT",Chittenden County,VT,3916,94.92731136223873,83330.0,144375.0,695300.0,0.0370275791624106,52.2,41.25261680547029,0.8222116301239275,"Chittenden County, VT"
9800,999.0,999.0,54211,Ephraim,Not in CBSA,Door County,WI,403,113.41513694851614,94001.0,100938.0,500000.0,0.0769230769230769,61.8,3.553317580376758,0.2973856209150327,"Door County, WI"
9873,1000.0,1000.0,01254,Richmond,"Pittsfield, MA",Berkshire County,MA,1036,71.6295390634552,103098.0,125893.0,625000.0,0.0581395348837209,62.0,14.463306808134394,0.7521968365553603,"Berkshire County, MA"
9875,1001.0,1001.0,22578,White Stone,Not in CBSA,Lancaster County,VA,2353,125.77094471044776,76021.0,80783.0,441600.0,0.0671483212919677,57.7,18.70861354677045,0.5454545454545454,"Lancaster County, VA"
9905,1002.0,1002.0,63341,Defiance,"St. Louis, MO-IL",St. Charles County,MO,3515,90.51748288668747,91428.0,170598.0,606800.0,0.062090572486471,48.6,38.832277344700174,0.8796102992345164,"St. Charles County, MO"
9933,1003.0,1003.0,06783,Roxbury,"Torrington, CT",Litchfield County,CT,2185,84.04851769411437,107183.0,123864.0,714500.0,0.0366132723112128,54.7,25.99688917717829,0.6217807211184695,"Litchfield County, CT"
9937,1004.0,1004.0,13152,Skaneateles,"Syracuse, NY",Onondaga County,NY,7681,121.38465528664948,78834.0,104211.0,461800.0,0.0838070059484468,51.3,63.278179452430315,0.6533557854221794,"Onondaga County, NY"
9950,1005.0,1005.0,20630,Drayden,"Lexington Park, MD",St. Mary's County,MD,559,80.53146432822429,107189.0,233411.0,618100.0,0.0,56.1,6.941386260178611,0.7509881422924901,"St. Mary's County, MD"
9996,1006.0,1006.0,23354,Franktown,Not in CBSA,Northampton County,VA,433,68.46640867400409,104481.0,206375.0,519100.0,0.0,63.8,6.324269205672609,0.9383259911894272,"Northampton County, VA"
10081,1007.0,1007.0,01262,Stockbridge,"Pittsfield, MA",Berkshire County,MA,1778,90.00593217965394,86548.0,145750.0,622400.0,0.0831908831908831,63.4,19.75425349132622,0.3961084086170952,"Berkshire County, MA"
10083,1008.0,1008.0,68069,Waterloo,"Omaha, NE-IA",Douglas County,NE,3207,107.5884371124438,78248.0,111974.0,365100.0,0.0383536014967259,53.9,29.808035938362696,0.7772543741588156,"Douglas County, NE"
10116,1009.0,1009.0,95699,Drytown,Not in CBSA,Amador County,CA,147,42.10550337521044,144577.0,250001.0,856000.0,0.0,70.2,3.4912300819694284,0.8412698412698413,"Amador County, CA"
10180,1010.0,1010.0,13607,Alexandria Bay,"Watertown-Fort Drum, NY",Jefferson County,NY,2020,123.62382484488832,76652.0,66500.0,176100.0,0.076845806127574,59.6,16.339892432017113,0.3522727272727273,"Jefferson County, NY"
10199,1011.0,1011.0,95683,Sloughhouse,"Sacramento-Roseville-Folsom, CA",Sacramento County,CA,6515,75.43949352012582,77652.0,140457.0,718900.0,0.0396374251037025,56.3,86.3606010061815,0.9584245076586432,"Sacramento County, CA"
10231,1012.0,1012.0,06793,Washington,"Torrington, CT",Litchfield County,CT,1031,70.54788459226233,82038.0,121250.0,1026800.0,0.0573514077163712,59.0,14.61418731346453,0.5882352941176471,"Litchfield County, CT"
10307,1013.0,1013.0,98045,North Bend,"Seattle-Tacoma-Bellevue, WA",King County,WA,15289,88.74435081233158,80541.0,175765.0,938500.0,0.0361043887762443,40.4,172.28138873123063,0.8028879610299234,"King County, WA"
10408,1014.0,1014.0,06794,Washington Depot,"Torrington, CT",Litchfield County,CT,1282,98.60579342974944,75711.0,96979.0,733100.0,0.0569422776911076,49.0,13.001264483646654,0.5771065182829889,"Litchfield County, CT"
10424,1015.0,1015.0,01541,Princeton,"Worcester, MA",Worcester County,MA,3529,99.59991791900552,78965.0,158750.0,520500.0,0.0416903006239364,46.1,35.431756107166436,0.884968242766408,"Worcester County, MA"
10481,1016.0,1016.0,11930,Amagansett,"New York-Newark-Jersey City, NY-NJ",Suffolk County,NY,842,98.02707952451571,90751.0,123257.0,1881000.0,0.005938242280285,59.1,8.589463279781002,0.1334651507661888,"Suffolk County, NY"
10513,1017.0,1017.0,03780,Pike,"Lebanon-Claremont, NH-VT",Grafton County,NH,1071,54.05680327165854,153359.0,189550.0,617800.0,0.0756218905472636,54.2,19.812492326225197,0.7894736842105263,"Grafton County, NH"
10532,1018.0,1018.0,94574,Saint Helena,"Napa, CA",Napa County,CA,7457,59.991873886611664,109819.0,139474.0,1637800.0,0.0491309703024497,50.0,124.30016795431642,0.5139056831922612,"Napa County, CA"
10567,1019.0,1019.0,98243,Deer Harbor,Not in CBSA,San Juan County,WA,327,107.83152915280884,89368.0,139167.0,1094800.0,0.036697247706422,46.2,3.0325082336225235,0.2735042735042735,"San Juan County, WA"
10570,1020.0,1020.0,43432,Graytown,"Sandusky, OH",Ottawa County,OH,1357,62.43467944757878,177956.0,152411.0,244700.0,0.0,48.2,21.734715578052423,0.8936170212765957,"Ottawa County, OH"
10573,1021.0,1021.0,05486,South Hero,"Burlington-South Burlington, VT",Grand Isle County,VT,1500,103.23790942559108,77987.0,126513.0,544700.0,0.0366666666666666,52.4,14.529546446125275,0.5260570304818093,"Grand Isle County, VT"
10619,1022.0,1022.0,97231,Portland,"Portland-Vancouver-Hillsboro, OR-WA",Multnomah County,OR,4308,68.66686468504038,76483.0,137527.0,858200.0,0.043984175005818,51.7,62.737683157077825,0.8095238095238095,"Multnomah County, OR"
10640,1023.0,1023.0,95452,Kenwood,"Santa Rosa-Petaluma, CA",Sonoma County,CA,1762,107.4793406852578,77821.0,118986.0,948400.0,0.0445205479452054,35.6,16.393848238796288,0.5785997357992074,"Sonoma County, CA"
10719,1024.0,1024.0,94924,Bolinas,"San Francisco-Oakland-Fremont, CA",Marin County,CA,1372,49.97708402022882,93267.0,101458.0,2000001.0,0.0881924198250728,61.8,27.452582056301377,0.4634831460674157,"Marin County, CA"
